iso,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg
DNK,2008,6060.808106,1827351.066
DOM,2008,21612.20822,8979386.548
DZA,2008,7972.33696,2364279.267
ECU,2008,51890.07405,31639843.4
EGY,2008,81.46682984,17931.99857
ESP,2008,44287.97422,16593291.45
EST,2008,18296.51161,4926642.266
ETH,2008,24008.62801,10355053.26
FIN,2008,200192.107,40866473.56
FJI,2008,2387.257111,1246337.786
FRA,2008,86955.39993,40707076.95
GAB,2008,17367.16599,10279769.02
GBR,2008,12505.12979,5172923.079
GEO,2008,745.6179695,267253.7918
GGY,2008,0.252044675,92.65994827
GHA,2008,37848.66471,16580574.81
GIN,2008,21481.36187,8070319.322
GLP,2008,134.8593614,55450.99313
GMB,2008,297.2128362,69248.32557
GNB,2008,3248.361754,1155352.773
GNQ,2008,4821.675874,2990876.568
GRC,2008,21197.20768,3957532.394
GRD,2008,64.18114656,36417.12027
GTM,2008,77172.95991,35204139.64
GUF,2008,5223.395382,3955592.48
GUY,2008,9460.220061,6314092.906
HKG,2008,26.51698052,10890.56898
HND,2008,43299.04955,19515104.5
HRV,2008,3890.747255,1539094.22
HTI,2008,2191.548927,823965.5992
HUN,2008,8911.602985,3288485.028
IDN,2008,1396251.29,993833596.8
IND,2008,85952.75573,41359513.76
IRL,2008,6923.786207,3171910.419
IRN,2008,374.2013381,90311.81331
IRQ,2008,17.80291335,4445.015697
ISR,2008,65.05592308,15465.27057
ITA,2008,15153.61513,4215676.721
JAM,2008,2026.920948,1046923.418
JEY,2008,2.076033521,658.2035098
JPN,2008,40839.3151,17634392.47
KAZ,2008,4548.577746,1005687.875
KEN,2008,19224.20869,8590089.533
KGZ,2008,106.6869543,30752.55343
KHM,2008,83499.46632,49713576.41
KNA,2008,22.80816581,10440.75537
KOR,2008,14022.03191,4325840.7
LAO,2008,80591.8662,43433044.74
LBN,2008,393.7967702,109162.5614
LBR,2008,36172.38479,17748330.08
LBY,2008,5.719577115,1175.82565
LCA,2008,56.11256767,29074.05105
LIE,2008,8.851673785,5141.484754
LKA,2008,6499.718686,2549916.854
LSO,2008,5.786412848,1478.70402
LTU,2008,15203.36586,4728438.769
LUX,2008,983.5287603,519106.5365
LVA,2008,29308.3117,8709125.697
MAC,2008,3.641185762,0
MAF,2008,2.929328065,691.231808
MAR,2008,3409.465997,979113.0149
MDA,2008,135.1053107,39160.33536
MDG,2008,123502.2673,55862787.47
MDV,2008,6.652925154,86.76954856
MEX,2008,184377.2476,66577423.88
MKD,2008,3960.287253,1418704.754
MLI,2008,105.644876,32385.82195
MLT,2008,0.939207352,223.6445234
MMR,2008,119216.2782,63746395.98
MNE,2008,1429.190371,618993.0088
MNG,2008,56001.45858,10012994.69
MOZ,2008,204759.7038,68447021.52
MSR,2008,6.56391105,3432.386665
MTQ,2008,278.1229154,138782.8142
MUS,2008,188.6357347,90490.65076
MWI,2008,9724.433224,3663238.125
MYS,2008,367972.3269,243771361.4
MYT,2008,42.7912339,22062.49494
NAM,2008,33.50885191,6105.015276
NCL,2008,521.7802026,225124.4886
NGA,2008,27470.65874,11653963.25
NIC,2008,53814.34588,27602654.9
NLD,2008,1150.752282,478421.5229
NOR,2008,33815.40052,7781240.555
NPL,2008,2991.812973,1730445.982
NZL,2008,61372.24404,31684002.12
OMN,2008,0.069237457,13.86155209
PAK,2008,1054.172523,400278.1224
PAN,2008,39945.21458,21275546.96
PER,2008,126614.3919,84559391.76
PHL,2008,38702.70455,23005473.92
PLW,2008,64.54485365,51013.91047
PNG,2008,71045.21117,52667382.66
POL,2008,47941.06022,17061591.55
PRI,2008,1215.505162,597249.5116
PRK,2008,18782.93788,5416033.777
PRT,2008,33614.95662,11574170.45
PRY,2008,376342.8295,80800504.83
PSE,2008,2.546264557,594.7822894
REU,2008,15.10035628,6837.353846
ROU,2008,17535.36404,7984185.745
RUS,2008,3047988.248,550083690.2
RWA,2008,1100.630595,544328.3604
SDN,2008,55.47708851,14317.58607
SEN,2008,285.2699202,72853.91364
SGP,2008,35.45650921,13119.98975
SLB,2008,8171.095974,6217000.144
SLE,2008,20924.70928,9404493.11
SLV,2008,3324.58699,1369923.635
SMR,2008,0.39037321,86.12871263
SOM,2008,250.2050474,47428.73785
SRB,2008,3260.221615,1342704.135
SSD,2008,9009.289343,2309282.384
SUR,2008,7510.653751,5549220.913
SVK,2008,13466.11381,6304935.149
SVN,2008,1856.87272,921588.6022
SWE,2008,293724.0636,66204282.75
SWZ,2008,4582.258952,1731481.449
SXM,2008,1.611253979,509.4571759
SYR,2008,834.1577424,178478.514
TCA,2008,61.23841442,12660.66255
TCD,2008,3402.111485,905874.334
TGO,2008,1177.750818,412397.2535
THA,2008,80143.31798,42523399.95
TJK,2008,33.11413628,9210.302939
TKM,2008,74.74021833,18740.0379
TLS,2008,832.729144,454987.068
TTO,2008,1269.898145,650791.3933
TUN,2008,718.2819675,204528.9313
TUR,2008,28891.37388,6417763.561
TWN,2008,2311.267564,1157744.742
TZA,2008,164250.7329,52284538.73
UGA,2008,36925.97898,16280942.78
UKR,2008,53015.86334,19132813.2
URY,2008,23597.19782,13235391.03
USA,2008,2213411.888,889721761.8
UZB,2008,43.5204279,11190.31737
VCT,2008,41.89964469,22286.393
VEN,2008,120575.1616,48654732.9
VGB,2008,7.015289458,2591.87742
VIR,2008,40.01919435,15535.12466
VNM,2008,108285.7567,65330280.84
VUT,2008,194.0588848,111892.0529
XAD,2008,1.396773642,352.8715457
XCA,2008,16.26816692,818.7670992
XKO,2008,1143.161794,503027.3987
XNC,2008,20.18396634,5257.492033
ZAF,2008,81375.56537,43675968.53
ZMB,2008,66180.22112,22326441.31
ZWE,2008,5435.130869,1711017.444
ABW,2009,0.375797838,55.19332645
AFG,2009,70.40549692,20925.87253
AGO,2009,165947.6504,52467572.2
AIA,2009,1.90246758,388.0550849
ALA,2009,675.746188,170188.2623
ALB,2009,1337.340292,545885.4748
AND,2009,2.853299605,1248.492463
ARG,2009,309857.9992,68974602.6
ARM,2009,202.7335175,57726.43999
ATG,2009,61.53009482,21608.64583
AUS,2009,203711.0919,59786270.5
AUT,2009,15887.11456,7719047.909
AZE,2009,371.8340475,106585.039
BDI,2009,882.7760185,313640.3835
BEL,2009,5176.362959,2664382.439
BEN,2009,4929.158829,1585372.041
BES,2009,0.956144352,19.44308157
BFA,2009,4.531714429,1207.856789
BGD,2009,5624.91051,2636110.684
BGR,2009,6099.640914,2295366.996
BHS,2009,823.9719624,217383.0223
BIH,2009,1296.334775,553726.4062
BLR,2009,35542.67515,11967494.61
BLZ,2009,10264.12716,4550502.819
BMU,2009,0.457064113,170.3076717
BOL,2009,225270.2916,96765277.17
BRA,2009,1817901.233,943470981.3
BRB,2009,13.26493628,4147.938734
BRN,2009,2169.473926,1490108.08
BTN,2009,1175.459352,700183.5405
BWA,2009,41.32463148,7419.622974
CAF,2009,48252.90322,22655840.37
CAN,2009,1550371.987,304825694.4
CHE,2009,2274.492164,1141436.071
CHL,2009,88566.57692,31363408.06
CHN,2009,599603.2269,258684916.2
CIV,2009,108861.1001,50593323.78
CMR,2009,36072.01191,21684130.51
COD,2009,635215.1916,379658978.9
COG,2009,19073.00668,10014454.11
COL,2009,237890.8827,126375913.7
COM,2009,112.2063287,55599.50885
CPV,2009,7.957187264,0
CRI,2009,22464.55477,11728864.91
CUB,2009,16259.9006,5487847.847
CUW,2009,4.664949847,992.1908127
CYM,2009,29.88331568,8539.878246
CYP,2009,56.43821077,12710.82071
CZE,2009,13514.29448,6363158.559
DEU,2009,28761.54305,14162816.48
DMA,2009,73.78040032,43889.83392
DNK,2009,6645.67895,2039526.008
DOM,2009,13966.84286,5689997.239
DZA,2009,10467.27357,3155358.426
ECU,2009,57646.3496,33705893.77
EGY,2009,59.56834375,12818.96614
ESP,2009,67544.77998,23941429.76
EST,2009,18822.74067,5079516.547
ETH,2009,29279.02031,12958332.41
FIN,2009,176320.2607,34437199.69
FJI,2009,1790.739824,958143.3987
FRA,2009,67053.59918,28922459.93
GAB,2009,18252.22194,11533071.78
GBR,2009,37709.69901,14184923.54
GEO,2009,448.3663809,165227.1311
GGY,2009,0.80613844,261.1380044
GHA,2009,38252.52539,17784623.09
GIN,2009,23388.00517,8988080.194
GLP,2009,118.3236839,49277.56978
GMB,2009,8.991778087,2299.299416
GNB,2009,7963.973504,2780327.435
GNQ,2009,5684.844643,3584087.585
GRC,2009,6564.26725,1629677.186
GRD,2009,93.76963414,55455.21175
GTM,2009,86944.43168,39832160.1
GUF,2009,2861.953997,2198627.362
GUY,2009,8267.026506,5349387.332
HKG,2009,50.10995732,21504.50563
HND,2009,51514.12911,25217271.36
HRV,2009,2902.639756,1202296.503
HTI,2009,2464.671315,989079.4405
HUN,2009,10072.46724,3783455.874
IDN,2009,1944963.172,1352217566
IMN,2009,47.11863735,15512.36309
IND,2009,79202.84904,37079900.87
IRL,2009,7230.723851,3375605.956
IRN,2009,191.2876192,47937.78188
IRQ,2009,15.79663199,3765.758552
ISR,2009,93.0957598,21990.74243
ITA,2009,14792.7007,4449480.975
JAM,2009,3538.281777,1788937.594
JEY,2009,1.265435702,491.4903521
JPN,2009,40894.99086,17907189.72
KAZ,2009,6432.647498,1805820.496
KEN,2009,17696.12609,7248547.379
KGZ,2009,201.2159922,62580.82572
KHM,2009,121021.3658,69212371.43
KNA,2009,33.76806495,14555.859
KOR,2009,16415.8599,5311297.658
LAO,2009,145564.2093,78626334.81
LBN,2009,340.4467987,95530.72896
LBR,2009,75135.89504,37398376.04
LBY,2009,5.523105195,1158.356054
LCA,2009,54.9228842,29007.7332
LIE,2009,4.687999058,2554.214456
LKA,2009,13974.77009,4520051.305
LSO,2009,4.287702217,921.1750388
LTU,2009,14407.62948,4553225.502
LUX,2009,216.4001089,115951.1413
LVA,2009,34916.22387,10792045.86
MAC,2009,2.284762831,44.11947506
MAF,2009,0.659094748,231.8337843
MAR,2009,1197.397587,334574.2198
MDA,2009,187.7122692,53873.3126
MDG,2009,136536.7714,65166540.08
MDV,2009,5.125170641,216.3273839
MEX,2009,281232.4493,100401361.6
MKD,2009,4300.738317,1689299.867
MLI,2009,157.6952096,47786.43193
MLT,2009,1.564504503,397.766281
MMR,2009,216305.7758,117373828.5
MNE,2009,565.1699342,241031.7407
MNG,2009,81792.55041,13209023.28
MOZ,2009,217493.3896,73987897.28
MSR,2009,4.867550672,2597.127077
MTQ,2009,199.2454057,102668.7762
MUS,2009,241.8571806,111754.2129
MWI,2009,4030.387954,1460939.256
MYS,2009,622780.3721,438419915.4
MYT,2009,5.704664285,2798.999897
NAM,2009,85.37597753,15899.00446
NCL,2009,975.7904923,398092.1203
NGA,2009,25289.81782,10732507.16
NIC,2009,83097.23566,44358055.87
NLD,2009,1559.085973,659457.3411
NOR,2009,23316.51938,5444300.252
NPL,2009,5524.069591,3036226.47
NZL,2009,59613.13351,32392749.29
PAK,2009,920.7646923,312750.5558
PAN,2009,36946.83689,19479475.58
PER,2009,177914.326,115120461.3
PHL,2009,60889.62031,35526166.34
PLW,2009,30.21298275,23726.59303
PNG,2009,49210.43941,35615936.37
POL,2009,46925.78427,16780616.89
PRI,2009,952.6811919,478306.2985
PRK,2009,13113.70031,3914627.34
PRT,2009,39859.83057,13684498.54
PRY,2009,353183.6793,73912168.59
PSE,2009,1.244830224,265.2208745
REU,2009,187.1870171,97235.50698
ROU,2009,16176.93283,7343727.471
RUS,2009,2111640.886,439169975.7
RWA,2009,1381.965457,708154.3203
SDN,2009,81.32070754,21245.52652
SEN,2009,160.8732679,44193.75855
SGP,2009,177.0473151,72718.4983
SLB,2009,6034.538307,4441697.942
SLE,2009,30546.33283,13769185
SLV,2009,4283.706821,1810200.146
SMR,2009,0.11155957,24.37661034
SOM,2009,307.1147457,63790.03387
SRB,2009,2506.968521,1132328.535
SSD,2009,8057.779471,2193994.499
SUR,2009,7362.475244,5322038.281
SVK,2009,11236.96289,5209991.045
SVN,2009,1951.304237,1015098.818
SWE,2009,208257.9325,48650745.22
SWZ,2009,10654.20484,3947033.626
SXM,2009,2.929710438,907.7391327
SYC,2009,0.151819992,21.9559298
SYR,2009,130.9067774,33748.96319
TCA,2009,105.5949212,21543.99561
TCD,2009,1065.523055,289001.7624
TGO,2009,5579.997542,1905018.613
THA,2009,132690.267,70979675.74
TJK,2009,34.04102614,10004.96905
TKM,2009,12.98584265,3146.601702
TLS,2009,2633.964071,1469741.639
TTO,2009,1377.155902,712322.2258
TUN,2009,981.7533323,291790.8908
TUR,2009,28108.25361,6754412.725
TWN,2009,8161.887539,4521065.296
TZA,2009,143354.4568,45554721.69
UGA,2009,23293.00075,10182033.03
UKR,2009,48322.46427,17658167.91
UMI,2009,0.073094672,0
URY,2009,19279.78332,11729232.5
USA,2009,1608882.637,637044941.5
UZB,2009,96.40260709,24679.34219
VCT,2009,29.89848461,16368.31164
VEN,2009,142405.7706,58134931.92
VGB,2009,5.188663247,2227.953154
VIR,2009,86.32896581,32337.04785
VNM,2009,137716.233,86497844.38
VUT,2009,1096.266946,646624.7639
XAD,2009,2.986785605,857.9703729
XCA,2009,7.276171761,243.7211298
XKO,2009,777.0112119,384083.6524
XNC,2009,21.1310787,5452.476982
ZAF,2009,67278.37208,39833914.88
ZMB,2009,117826.6622,43971877.38
ZWE,2009,19401.97113,6283791.255
AFG,2010,87.72845281,24946.74765
AGO,2010,159806.0913,52638395.59
AIA,2010,0.439017861,91.975254
ALA,2010,633.7402828,165897.9905
ALB,2010,655.7933438,265239.701
AND,2010,1.083722139,598.5049924
ARG,2010,413230.8224,93845895.37
ARM,2010,162.1726243,56205.16405
ATF,2010,6.334069089,0
ATG,2010,19.13647801,6435.166859
AUS,2010,290725.4987,50012293.42
AUT,2010,16712.86378,7969626.735
AZE,2010,549.6000884,159021.3341
BDI,2010,1904.664687,711016.7126
BEL,2010,10909.02127,5670728.902
BEN,2010,529.2388362,176199.0443
BES,2010,2.422487293,47.14866359
BFA,2010,6.957261039,1839.155337
BGD,2010,4667.802143,2261565.577
BGR,2010,3569.08976,1415816.888
BHS,2010,400.6439928,104742.6764
BIH,2010,910.6377057,435912.799
BLM,2010,0.293202837,82.00199403
BLR,2010,35754.09729,12315735.01
BLZ,2010,9765.90981,4433234.306
BMU,2010,0.914107481,291.1093796
BOL,2010,451759.1743,207384840.3
BRA,2010,2688896.176,1389466307
BRB,2010,17.46198449,5716.498297
BRN,2010,966.9865201,698302.7973
BTN,2010,4353.621654,2537348.496
BWA,2010,30.49984232,6270.158389
CAF,2010,48554.30071,23675340.38
CAN,2010,2104876.435,374396710.1
CHE,2010,1737.945462,893104.9351
CHL,2010,91495.54346,34000349.03
CHN,2010,627825.8802,267121718.8
CIV,2010,92461.83588,42499501.15
CMR,2010,57991.86698,31823830.62
COD,2010,810712.3887,474864971.7
COG,2010,44665.2334,25460829.09
COL,2010,197067.4213,110542724.3
COM,2010,92.29998246,48377.72557
CPV,2010,0.892166426,0
CRI,2010,13145.26709,6845109.39
CUB,2010,8608.089255,3131871.724
CUW,2010,1.729851275,365.6596567
CYM,2010,39.79336772,11509.71656
CYP,2010,63.95480702,14544.43135
CZE,2010,15441.63525,7348456.487
DEU,2010,75677.99611,38925881.15
DMA,2010,92.12036731,54843.93978
DNK,2010,4427.723897,1414824.746
DOM,2010,14102.67579,5993925.304
DZA,2010,2605.623817,768428.0417
ECU,2010,33772.34545,21737844.37
EGY,2010,98.18230588,22313.53426
ESP,2010,56093.42215,21283978.72
EST,2010,21496.37884,6053816.384
ETH,2010,20184.15652,9259695.537
FIN,2010,167507.2792,35470348.37
FJI,2010,2346.764318,1296200.396
FRA,2010,143265.2096,62135949.09
FSM,2010,76.66233752,54209.55472
GAB,2010,10674.18386,6534871.678
GBR,2010,28469.2259,11994133.69
GEO,2010,818.5918274,299301.7407
GGY,2010,0.151174032,62.3404875
GHA,2010,19500.00367,8810428.876
GIN,2010,16045.58987,6096363.545
GLP,2010,127.3858969,54792.49324
GMB,2010,23.82726274,5104.724077
GNB,2010,4900.406656,1791301.545
GNQ,2010,6592.942459,3949334.174
GRC,2010,7785.29902,1624776.188
GRD,2010,159.5560714,92021.12518
GTM,2010,59668.37394,27969078.74
GUF,2010,3205.635088,2467571.013
GUY,2010,10098.88591,6585781.454
HKG,2010,12.89914447,5579.872489
HND,2010,46085.25513,22684371.54
HRV,2010,3499.248261,1572074.509
HTI,2010,2084.361177,843143.8853
HUN,2010,11255.48786,4334508.233
IDN,2010,1279331.975,988526983.2
IMN,2010,49.95639642,18030.09766
IND,2010,51317.10632,24686104.72
IRL,2010,3854.678751,1785304.692
IRN,2010,195.7900676,48831.98315
IRQ,2010,13.41544112,3416.458664
ISR,2010,89.07957605,18288.71252
ITA,2010,15806.37682,4915453.463
JAM,2010,2364.948067,1204108.107
JEY,2010,7.340422355,2993.753747
JOR,2010,0.065306392,12.12443921
JPN,2010,35745.32473,16036495.47
KAZ,2010,3108.915856,1050228.462
KEN,2010,22693.01006,10738218.1
KGZ,2010,260.9738158,84415.16258
KHM,2010,237881.9133,136553809.2
KNA,2010,18.53841191,8897.324188
KOR,2010,14425.15152,4977128.308
LAO,2010,167107.9998,91879998.31
LBN,2010,115.1806402,31845.32155
LBR,2010,20357.66583,10469883.09
LBY,2010,9.414285433,2014.655729
LCA,2010,99.84201268,52504.49414
LIE,2010,2.791921383,1621.46129
LKA,2010,7230.756199,2450949.195
LSO,2010,3.77271354,1037.450543
LTU,2010,21666.89043,7022169.682
LUX,2010,880.4352557,485849.5577
LVA,2010,48507.10998,15315154.56
MAC,2010,0.571166889,0
MAF,2010,0.512617015,200.8623408
MAR,2010,988.077067,279587.4092
MDA,2010,176.751139,52738.76768
MDG,2010,107218.8916,49144815.24
MDV,2010,3.135726146,108.0385651
MEX,2010,166728.9135,63262170.96
MKD,2010,2223.215056,914370.3975
MLI,2010,53.89056149,16865.12425
MLT,2010,0.626002233,159.9921162
MMR,2010,169913.2752,93524715.62
MNE,2010,210.939334,94500.56638
MNG,2010,8764.403873,1803738.434
MOZ,2010,194545.3857,69617042.76
MSR,2010,109.302041,61492.64721
MTQ,2010,75.36671357,40199.521
MUS,2010,23.26746884,11498.14874
MWI,2010,3981.955543,1429743.517
MYS,2010,430607.479,260703395.1
MYT,2010,31.90512951,15595.35209
NAM,2010,26.96556648,5775.209602
NCL,2010,550.4216422,228764.1152
NGA,2010,32782.06424,14870352.89
NIC,2010,212519.5892,112443416.7
NLD,2010,3403.342056,1458162.513
NOR,2010,40128.9106,9643838.804
NPL,2010,2347.698601,1335063.575
NZL,2010,56121.87428,31263287.07
PAK,2010,720.2208582,253384.1587
PAN,2010,15402.50593,8697199.3
PER,2010,142324.1422,93364424.13
PHL,2010,102649.4323,59529441.29
PLW,2010,32.72961264,24635.24148
PNG,2010,68761.27147,50931543.63
POL,2010,71835.17455,26619602.99
PRI,2010,595.2798262,312362.1961
PRK,2010,19020.61973,5960052.713
PRT,2010,48401.15284,15940852.84
PRY,2010,442300.4144,97085555.5
PSE,2010,1.310659812,330.307487
REU,2010,223.3669453,111739.1378
ROU,2010,17781.76487,8287106.381
RUS,2010,1859545.073,450615810.4
RWA,2010,2449.768497,1162099.004
SDN,2010,41.83875765,11444.67709
SEN,2010,153.8253932,42792.12916
SGP,2010,43.99259687,17845.06894
SLB,2010,6418.017872,4791080.614
SLE,2010,8782.214514,3967726.808
SLV,2010,2873.017717,1200210.108
SOM,2010,139.6464292,31488.58637
SRB,2010,2461.868685,1113620.818
SSD,2010,3879.410411,1218522.517
SUR,2010,7000.397415,5310327.353
SVK,2010,17103.91757,8323328.052
SVN,2010,1433.951353,737631.5711
SWE,2010,263646.4209,61330200.86
SWZ,2010,6660.339483,3325649.915
SXM,2010,0.219730671,73.981881
SYR,2010,240.5329666,52445.62143
TCA,2010,38.4186888,8818.521487
TCD,2010,254.6524739,70372.74861
TGO,2010,514.1051344,199253.5713
THA,2010,134984.3093,72838036.7
TJK,2010,10.85788965,3392.187068
TKM,2010,8.873221636,2276.27517
TLS,2010,649.0107169,373004.7466
TTO,2010,3406.833391,1821383.929
TUN,2010,398.0397192,123946.1907
TUR,2010,17007.96514,4549747.036
TWN,2010,2459.821989,1314718.197
TZA,2010,138486.4105,47368059.19
UGA,2010,34149.41893,17253096.92
UKR,2010,52441.05515,20357057.29
URY,2010,17826.26894,12369255.56
USA,2010,2167639.243,769898194.7
UZB,2010,31.92424279,9938.246879
VCT,2010,65.79194187,36632.18437
VEN,2010,101285.5821,45924393.36
VGB,2010,3.946225116,1737.697652
VIR,2010,21.34495411,7948.241596
VNM,2010,174256.1939,107028326.1
VUT,2010,307.6289117,176058.5941
XAD,2010,0.127113335,33.73074624
XCA,2010,21.92282945,903.8326418
XKO,2010,468.2772286,228350.3941
XNC,2010,9.773423312,2653.753926
ZAF,2010,61758.75127,39502058.6
ZMB,2010,173983.6323,67790788.86
ZWE,2010,6635.29841,2188482.025
AFG,2011,112.9550622,35489.23229
AGO,2011,182927.9155,56724401.87
AIA,2011,1.024562784,203.2453287
ALA,2011,465.8224431,127698.3523
ALB,2011,1188.248196,381995.5696
AND,2011,0.913257606,455.0807582
ARG,2011,499187.1777,109326237
ARM,2011,173.9885745,58726.45791
ATG,2011,25.83647597,8624.911438
AUS,2011,121315.7073,44404082.26
AUT,2011,18089.76136,9254478.545
AZE,2011,147.4556886,42346.44542
BDI,2011,960.5865305,383399.964
BEL,2011,5016.268619,2686570.938
BEN,2011,654.6675256,256013.241
BES,2011,8.809001752,113.5653385
BFA,2011,15.31876527,4150.473806
BGD,2011,4181.292614,2114608.132
BGR,2011,3331.690642,1338053.916
BHS,2011,624.7938525,172674.7729
BIH,2011,970.6150882,443110.4711
BLR,2011,45367.01353,16082149.51
BLZ,2011,26386.27978,13125737.28
BMU,2011,0.130451297,45.03865261
BOL,2011,330239.2107,144685079.8
BRA,2011,1923363.695,1038209803
BRB,2011,18.13697373,6948.126847
BRN,2011,2620.363235,1975317.604
BTN,2011,1090.993589,604794.0128
BWA,2011,21.43335793,3817.36884
CAF,2011,49140.1549,22781537.86
CAN,2011,2160700.601,365453174.1
CHE,2011,1939.854318,1072032.566
CHL,2011,99349.74402,37157044.33
CHN,2011,598586.6214,268787724.8
CIV,2011,124676.4779,58222570.1
CMR,2011,27651.74511,15642678.36
COD,2011,429540.0787,251050054.1
COG,2011,28374.34432,16337379.91
COL,2011,189829.019,107318348.3
COM,2011,122.6120992,61183.70709
CPV,2011,16.40944346,0
CRI,2011,10495.8143,5514943.37
CUB,2011,16312.75171,5686685.934
CUW,2011,1.354661964,396.9289453
CYM,2011,39.77471242,12235.57568
CYP,2011,118.5263928,31371.90366
CZE,2011,21853.28487,10305537.66
DEU,2011,34271.55205,16746749.98
DMA,2011,44.46318315,26644.90514
DNK,2011,3132.382287,1025029.203
DOM,2011,12960.42198,5477003.673
DZA,2011,8344.084462,2545790.339
ECU,2011,43630.40737,29181633.98
EGY,2011,102.6233366,23060.5279
ESP,2011,39325.56851,15334602.66
EST,2011,27199.28505,7842796.619
ETH,2011,15462.73448,7200407.883
FIN,2011,159354.7009,33375891.21
FJI,2011,552.8023927,296880.4259
FRA,2011,64074.31686,30084624.05
GAB,2011,18160.65516,10913008.11
GBR,2011,22656.55517,10356494.49
GEO,2011,539.7143638,188895.8332
GGY,2011,0.504209012,204.0579709
GHA,2011,36242.63011,17091889.49
GIN,2011,27637.96099,10160281.95
GLP,2011,73.90693009,33585.02478
GMB,2011,30.422627,6529.856126
GNB,2011,4283.911161,1627501.857
GNQ,2011,7706.364529,4826280.798
GRC,2011,6198.616502,1462368.569
GRD,2011,40.18600682,24224.72905
GTM,2011,40586.90124,19685706.57
GUF,2011,2708.796845,2103662.194
GUY,2011,8362.988172,5709946.433
HKG,2011,15.46864002,6130.102974
HND,2011,52571.55293,25648228.44
HRV,2011,2918.689848,1255119.223
HTI,2011,2564.210033,1002589.955
HUN,2011,8225.275769,3177395.073
IDN,2011,1543628.923,1173956757
IMN,2011,12.03946139,4487.580697
IND,2011,88460.35915,41878761.27
IRL,2011,3108.828269,1510416.463
IRN,2011,238.9121501,59590.98803
IRQ,2011,3.290135532,853.0012255
ISR,2011,1065.392352,146699.1839
ITA,2011,11450.62657,3592138.728
JAM,2011,2385.22242,1249863.075
JEY,2011,3.188722276,1423.997256
JPN,2011,35955.32689,16405215.37
KAZ,2011,4852.338243,1720008.306
KEN,2011,17299.75727,8225355.369
KGZ,2011,111.9822805,36814.74311
KHM,2011,192154.6655,124145040.9
KNA,2011,12.35880576,6091.68232
KOR,2011,11709.67902,4123293.292
LAO,2011,130932.9584,70672922.51
LBN,2011,139.409047,39784.16028
LBR,2011,34444.33602,17241003.58
LBY,2011,9.487611197,2139.007904
LCA,2011,61.57842812,34280.57763
LIE,2011,1.84293668,1098.242733
LKA,2011,14736.92208,4898300.893
LSO,2011,3.354078545,965.0202242
LTU,2011,21735.15551,7492079.611
LUX,2011,447.8086715,251145.2252
LVA,2011,44737.56113,14569086.61
MAC,2011,0.713975236,0
MAF,2011,9.520155042,3474.807312
MAR,2011,3392.461738,1006698.708
MDA,2011,186.8124952,54064.12992
MDG,2011,162323.482,81650262
MDV,2011,10.56215889,416.0958545
MEX,2011,186771.2996,71728041.39
MKD,2011,2156.632677,908823.5476
MLI,2011,165.7856628,49729.74433
MLT,2011,1.438825873,392.3222908
MMR,2011,135716.3642,75071829.6
MNE,2011,494.3156,207095.6618
MNG,2011,3550.509212,864818.3565
MOZ,2011,150242.3884,49865187.36
MSR,2011,6.34311255,3663.810815
MTQ,2011,152.9927397,80460.28071
MUS,2011,487.3194964,208471.8076
MWI,2011,8216.209944,3458754.488
MYS,2011,463078.372,299809967.7
MYT,2011,2.327297514,1006.844881
NAM,2011,70.90416643,12470.94196
NCL,2011,709.1568659,311213.5691
NGA,2011,53891.48864,22379372
NIC,2011,43289.75705,24000729.26
NLD,2011,1155.291881,505773.9451
NOR,2011,32768.91954,7973354.254
NPL,2011,2816.45997,1594968.997
NZL,2011,59943.05383,34751000.36
PAK,2011,463.384443,181472.8597
PAN,2011,23104.0935,12910538.3
PER,2011,125265.0905,81700505.85
PHL,2011,33252.86178,20422464.66
PLW,2011,30.59188478,23626.49443
PNG,2011,53046.45901,40050755.33
POL,2011,56650.18083,21645167.52
PRI,2011,1227.7625,618835.6096
PRK,2011,5431.467607,1768589.621
PRT,2011,26672.76359,9505479.676
PRY,2011,457195.7334,104884905.9
PSE,2011,0.261357318,60.05628022
REU,2011,562.4162711,253299.2475
ROU,2011,16927.42175,8038812.73
RUS,2011,3021487.831,584396021.8
RWA,2011,925.9345725,518843.9122
SDN,2011,205.2396583,53352.65304
SEN,2011,116.8420487,33388.92222
SGP,2011,73.9111539,30006.04721
SLB,2011,5860.705993,4368635.795
SLE,2011,33929.46108,15248414.73
SLV,2011,3242.219007,1410819.34
SOM,2011,184.5080426,38870.86287
SPM,2011,0.053029116,0
SRB,2011,2210.161611,1030547.703
SSD,2011,9011.574753,2818851.417
SUR,2011,5696.75455,4412093.607
SVK,2011,11543.84555,5485045.454
SVN,2011,1436.134584,750590.5852
SWE,2011,205321.3007,51004486.23
SWZ,2011,2621.924535,1198178.896
SXM,2011,2.563523423,865.5749213
SYR,2011,155.8983513,44931.05399
TCA,2011,14.59910543,3736.403218
TCD,2011,920.0001788,250698.3334
TGO,2011,1255.77898,529468.7311
THA,2011,94544.69378,49611117.48
TJK,2011,20.20170652,6155.304027
TKM,2011,16.51523348,4337.212602
TLS,2011,1463.476667,776263.8506
TTO,2011,374.7194797,210042.7793
TUN,2011,2203.890028,678353.8113
TUR,2011,23887.92723,6433803.021
TWN,2011,1461.486996,753664.1942
TZA,2011,137805.3347,46108650.19
